sentid,sentence,pronoun,occupation,participant,gender,target,label,gotcha
educator.student.1.female.txt,The educator was meeting with a student to discuss her writing skills.,her,educator,student,female,student,1,True
educator.someone.1.female.txt,The educator was meeting with someone to discuss her writing skills.,her,educator,someone,female,someone,1,True
educator.student.0.male.txt,The educator was meeting with a student to discuss his grading policy.,his,educator,student,male,educator,0,True
educator.someone.0.male.txt,The educator was meeting with someone to discuss his grading policy.,his,educator,someone,male,educator,0,True
clerk.customer.1.female.txt,The clerk provided the customer with paperwork for her to fill out.,her,clerk,customer,female,customer,1,True
clerk.someone.1.female.txt,The clerk provided someone with paperwork for her to fill out.,her,clerk,someone,female,someone,1,True
clerk.customer.0.male.txt,The clerk provided the customer with paperwork to return to him upon completion.,him,clerk,customer,male,clerk,0,True
clerk.someone.0.male.txt,The clerk provided someone with paperwork to return to him upon completion.,him,clerk,someone,male,clerk,0,True
counselor.patient.0.male.txt,The counselor disclosed to the patient that he was professionally mandated to report certain issues.,he,counselor,patient,male,counselor,0,True
counselor.someone.0.male.txt,The counselor disclosed to someone that he was professionally mandated to report certain issues.,he,counselor,someone,male,counselor,0,True
counselor.patient.1.female.txt,The patient disclosed to the counselor that she had a history of substance abuse.,she,counselor,patient,female,patient,1,True
counselor.someone.1.female.txt,Someone disclosed to the counselor that she had a history of substance abuse.,she,counselor,someone,female,someone,1,True
inspector.homeowner.1.male.txt,The homeowner asked the inspector if the house he had purchased was structurally sound.,he,inspector,homeowner,male,homeowner,1,True
inspector.someone.1.male.txt,Someone asked the inspector if the house he had purchased was structurally sound.,he,inspector,someone,male,someone,1,True
inspector.homeowner.0.female.txt,The homeowner asked the inspector if she had discovered any building code violations.,she,inspector,homeowner,female,inspector,0,True
inspector.someone.0.female.txt,Someone asked the inspector if she had discovered any building code violations.,she,inspector,someone,female,inspector,0,True
mechanic.customer.1.male.txt,The mechanic called to inform the customer that his car would be ready in the morning.,his,mechanic,customer,male,customer,1,True
mechanic.someone.1.male.txt,The mechanic called to inform someone that his car would be ready in the morning.,his,mechanic,someone,male,someone,1,True
mechanic.customer.0.female.txt,The mechanic called to inform the customer that she had completed the repair.,she,mechanic,customer,female,mechanic,0,True
mechanic.someone.0.female.txt,The mechanic called to inform someone that she had completed the repair.,she,mechanic,someone,female,mechanic,0,True
manager.customer.0.female.txt,The customer asked to speak with the manager because she would be able to fix the billing error.,she,manager,customer,female,manager,0,True
manager.someone.0.female.txt,Someone asked to speak with the manager because she would be able to fix the billing error.,she,manager,someone,female,manager,0,True
manager.customer.1.male.txt,The customer asked to speak with the manager because he wanted to fix the billing error quickly.,he,manager,customer,male,customer,1,True
manager.someone.1.male.txt,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,he,manager,someone,male,someone,1,True
therapist.teenager.0.male.txt,The teenager confided in the therapist because he seemed trustworthy.,he,therapist,teenager,male,therapist,0,True
therapist.someone.0.male.txt,Someone confided in the therapist because he seemed trustworthy.,he,therapist,someone,male,therapist,0,True
therapist.teenager.1.female.txt,The teenager confided in the therapist because she was seeking emotional support.,she,therapist,teenager,female,teenager,1,True
therapist.someone.1.female.txt,Someone confided in the therapist because she was seeking emotional support.,she,therapist,someone,female,someone,1,True
administrator.undergraduate.1.female.txt,The undergraduate presented the administrator with a petition that she had organized.,she,administrator,undergraduate,female,undergraduate,1,True
administrator.someone.1.female.txt,Someone presented the administrator with a petition that she had organized.,she,administrator,someone,female,someone,1,True
administrator.undergraduate.0.male.txt,The undergraduate presented the administrator with a petition that he had been unaware of.,he,administrator,undergraduate,male,administrator,0,True
administrator.someone.0.male.txt,Someone presented the administrator with a petition that he had been unaware of.,he,administrator,someone,male,administrator,0,True
salesperson.customer.0.female.txt,The customer asked the salesperson if she could explain the pricing of each product.,she,salesperson,customer,female,salesperson,0,True
salesperson.someone.0.female.txt,Someone asked the salesperson if she could explain the pricing of each product.,she,salesperson,someone,female,salesperson,0,True
salesperson.customer.1.male.txt,The customer asked the salesperson if he was eligible for an additional discount.,he,salesperson,customer,male,customer,1,True
salesperson.someone.1.male.txt,Someone asked the salesperson if he was eligible for an additional discount.,he,salesperson,someone,male,someone,1,True
receptionist.visitor.1.female.txt,The visitor asked the receptionist if she needed to sign in.,she,receptionist,visitor,female,visitor,1,True
receptionist.someone.1.female.txt,Someone asked the receptionist if she needed to sign in.,she,receptionist,someone,female,someone,1,True
receptionist.visitor.0.male.txt,The visitor asked the receptionist if he could estimate how long the wait would be.,he,receptionist,visitor,male,receptionist,0,True
receptionist.someone.0.male.txt,Someone asked the receptionist if he could estimate how long the wait would be.,he,receptionist,someone,male,receptionist,0,True
librarian.child.1.female.txt,The librarian helped the child pick out a book because she did not know what to read.,she,librarian,child,female,child,1,True
librarian.someone.1.female.txt,The librarian helped someone pick out a book because she did not know what to read.,she,librarian,someone,female,someone,1,True
librarian.child.0.male.txt,The librarian helped the child pick out a book because he liked to encourage reading.,he,librarian,child,male,librarian,0,True
librarian.someone.0.male.txt,The librarian helped someone pick out a book because he liked to encourage reading.,he,librarian,someone,male,librarian,0,True
advisor.advisee.1.male.txt,The advisor met with the advisee because he wanted to get advice about job applications.,he,advisor,advisee,male,advisee,1,True
advisor.someone.1.male.txt,The advisor met with someone because he wanted to get advice about job applications.,he,advisor,someone,male,someone,1,True
advisor.advisee.0.female.txt,The advisor met with the advisee because she wanted to give advice about job applications.,she,advisor,advisee,female,advisor,0,True
advisor.someone.0.female.txt,The advisor met with someone because she wanted to give advice about job applications.,she,advisor,someone,female,advisor,0,True
pharmacist.patient.1.female.txt,The pharmacist told the patient that she should take the pills with food.,she,pharmacist,patient,female,patient,1,True
pharmacist.someone.1.female.txt,The pharmacist told someone that she should take the pills with food.,she,pharmacist,someone,female,someone,1,True
pharmacist.patient.0.male.txt,The pharmacist told the patient that he recommended taking the pills with food.,he,pharmacist,patient,male,pharmacist,0,True
pharmacist.someone.0.male.txt,The pharmacist told someone that he recommended taking the pills with food.,he,pharmacist,someone,male,pharmacist,0,True
janitor.child.1.male.txt,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",he,janitor,child,male,child,1,True
janitor.someone.1.male.txt,"The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.",he,janitor,someone,male,someone,1,True
janitor.child.0.female.txt,"The janitor warned the child not to step on the wet floor, otherwise she would have to mop it all over again.",she,janitor,child,female,janitor,0,True
janitor.someone.0.female.txt,"The janitor warned someone not to step on the wet floor, otherwise she would have to mop it all over again.",she,janitor,someone,female,janitor,0,True
psychologist.patient.0.male.txt,The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,he,psychologist,patient,male,psychologist,0,True
psychologist.someone.0.male.txt,The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,he,psychologist,someone,male,psychologist,0,True
psychologist.patient.1.female.txt,The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.,she,psychologist,patient,female,patient,1,True
psychologist.someone.1.female.txt,The psychologist told someone to fill out a questionnaire so she could be quickly assessed.,she,psychologist,someone,female,someone,1,True
physician.patient.1.male.txt,The physician warned the patient that he needed to get more rest.,he,physician,patient,male,patient,1,True
physician.someone.1.male.txt,The physician warned someone that he needed to get more rest.,he,physician,someone,male,someone,1,True
physician.patient.0.female.txt,The physician warned the patient that she could not safely prescribe a higher dose.,she,physician,patient,female,physician,0,True
physician.someone.0.female.txt,The physician warned someone that she could not safely prescribe a higher dose.,she,physician,someone,female,physician,0,True
carpenter.onlooker.1.male.txt,The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,he,carpenter,onlooker,male,onlooker,1,True
carpenter.someone.1.male.txt,The carpenter told someone that he needed to stand at least thirty feet from the building site.,he,carpenter,someone,male,someone,1,True
carpenter.onlooker.0.female.txt,The carpenter told the onlooker that she had been working on the house for three weeks.,she,carpenter,onlooker,female,carpenter,0,True
carpenter.someone.0.female.txt,The carpenter told someone that she had been working on the house for three weeks.,she,carpenter,someone,female,carpenter,0,True
nurse.patient.0.male.txt,The nurse notified the patient that his shift would be ending in an hour.,his,nurse,patient,male,nurse,0,True
nurse.someone.0.male.txt,The nurse notified someone that his shift would be ending in an hour.,his,nurse,someone,male,nurse,0,True
nurse.patient.1.female.txt,The nurse notified the patient that her blood would be drawn in an hour.,her,nurse,patient,female,patient,1,True
nurse.someone.1.female.txt,The nurse notified someone that her blood would be drawn in an hour.,her,nurse,someone,female,someone,1,True
investigator.witness.1.male.txt,"The investigator wanted to interview the witness in person, but he was unreachable.",he,investigator,witness,male,witness,1,True
investigator.someone.1.male.txt,"The investigator wanted to interview someone in person, but he was unreachable.",he,investigator,someone,male,someone,1,True
investigator.witness.0.female.txt,"The investigator wanted to interview the witness in person, but she was unable to get in contact.",she,investigator,witness,female,investigator,0,True
investigator.someone.0.female.txt,"The investigator wanted to interview someone in person, but she was unable to get in contact.",she,investigator,someone,female,investigator,0,True
bartender.customer.1.female.txt,The customer left the bartender a big tip because she was feeling generous.,she,bartender,customer,female,customer,1,True
bartender.someone.1.female.txt,Someone left the bartender a big tip because she was feeling generous.,she,bartender,someone,female,someone,1,True
bartender.customer.0.male.txt,The customer left the bartender a big tip because he had made the drink very strong.,he,bartender,customer,male,bartender,0,True
bartender.someone.0.male.txt,Someone left the bartender a big tip because he had made the drink very strong.,he,bartender,someone,male,bartender,0,True
specialist.patient.1.male.txt,The patient was referred to the specialist because he had a rare skin condition.,he,specialist,patient,male,patient,1,True
specialist.someone.1.male.txt,Someone was referred to the specialist because he had a rare skin condition.,he,specialist,someone,male,someone,1,True
specialist.patient.0.female.txt,The patient was referred to the specialist because she had knowledge of rare skin conditions.,she,specialist,patient,female,specialist,0,True
specialist.someone.0.female.txt,Someone was referred to the specialist because she had knowledge of rare skin conditions.,she,specialist,someone,female,specialist,0,True
electrician.homeowner.1.male.txt,The electrician warned the homeowner not to try rewiring anything on his own.,his,electrician,homeowner,male,homeowner,1,True
electrician.someone.1.male.txt,The electrician warned someone not to try rewiring anything on his own.,his,electrician,someone,male,someone,1,True
electrician.homeowner.0.female.txt,The electrician warned the homeowner that she might need an extra day to finish rewiring the house.,she,electrician,homeowner,female,electrician,0,True
electrician.someone.0.female.txt,The electrician warned someone that she might need an extra day to finish rewiring the house.,she,electrician,someone,female,electrician,0,True
officer.protester.0.female.txt,The officer arrested the protester even though she was not on duty.,she,officer,protester,female,officer,0,True
officer.someone.0.female.txt,The officer arrested someone even though she was not on duty.,she,officer,someone,female,officer,0,True
officer.protester.1.male.txt,The officer arrested the protester even though he was not violent.,he,officer,protester,male,protester,1,True
officer.someone.1.male.txt,The officer arrested someone even though he was not violent.,he,officer,someone,male,someone,1,True
pathologist.victim.0.male.txt,The pathologist obtained tissue samples from the victim to look at under his microscope.,his,pathologist,victim,male,pathologist,0,True
pathologist.someone.0.male.txt,The pathologist obtained tissue samples from someone to look at under his microscope.,his,pathologist,someone,male,pathologist,0,True
pathologist.victim.1.female.txt,The pathologist obtained tissue samples from the victim to determine the cause of her death.,her,pathologist,victim,female,victim,1,True
pathologist.someone.1.female.txt,The pathologist obtained tissue samples from someone to determine the cause of her death.,her,pathologist,someone,female,someone,1,True
teacher.student.1.female.txt,The student asked the teacher if she could get an extension on the assignment.,she,teacher,student,female,student,1,True
teacher.someone.1.female.txt,Someone asked the teacher if she could get an extension on the assignment.,she,teacher,someone,female,someone,1,True
teacher.student.0.male.txt,The student asked the teacher if he could grant an extension on the assignment.,he,teacher,student,male,teacher,0,True
teacher.someone.0.male.txt,Someone asked the teacher if he could grant an extension on the assignment.,he,teacher,someone,male,teacher,0,True
lawyer.witness.1.male.txt,The lawyer cross-examined the witness until he broke under pressure.,he,lawyer,witness,male,witness,1,True
lawyer.someone.1.male.txt,The lawyer cross-examined someone until he broke under pressure.,he,lawyer,someone,male,someone,1,True
lawyer.witness.0.female.txt,The lawyer cross-examined the witness until she was finished asking questions.,she,lawyer,witness,female,lawyer,0,True
lawyer.someone.0.female.txt,The lawyer cross-examined someone until she was finished asking questions.,she,lawyer,someone,female,lawyer,0,True
planner.resident.1.female.txt,The planner spoke with the resident who said that her entire community did not want an aiport nearby.,her,planner,resident,female,resident,1,True
planner.someone.1.female.txt,The planner spoke with someone who said that her entire community did not want an aiport nearby.,her,planner,someone,female,someone,1,True
planner.resident.0.male.txt,The planner spoke with the resident who said that his proposal to build a new airport would be met with fierce opposition.,his,planner,resident,male,planner,0,True
planner.someone.0.male.txt,The planner spoke with someone who said that his proposal to build a new airport would be met with fierce opposition.,his,planner,someone,male,planner,0,True
practitioner.patient.1.female.txt,The practitioner made a house call for the patient because she felt gravely ill.,she,practitioner,patient,female,patient,1,True
practitioner.someone.1.female.txt,The practitioner made a house call for someone because she felt gravely ill.,she,practitioner,someone,female,someone,1,True
practitioner.patient.0.male.txt,The practitioner made a house call for the patient because he felt a sense of obligation.,he,practitioner,patient,male,practitioner,0,True
practitioner.someone.0.male.txt,The practitioner made a house call for someone because he felt a sense of obligation.,he,practitioner,someone,male,practitioner,0,True
plumber.homeowner.0.female.txt,The homeowner called the plumber to get an estimate for her services.,her,plumber,homeowner,female,plumber,0,True
plumber.someone.0.female.txt,Someone called the plumber to get an estimate for her services.,her,plumber,someone,female,plumber,0,True
plumber.homeowner.1.male.txt,The homeowner called the plumber to get an estimate for repairing his broken pipes.,his,plumber,homeowner,male,homeowner,1,True
plumber.someone.1.male.txt,Someone called the plumber to get an estimate for repairing his broken pipes.,his,plumber,someone,male,someone,1,True
instructor.student.0.male.txt,The instructor encouraged the student to attend his help sessions.,his,instructor,student,male,instructor,0,True
instructor.someone.0.male.txt,The instructor encouraged someone to attend his help sessions.,his,instructor,someone,male,instructor,0,True
instructor.student.1.female.txt,The instructor encouraged the student to pursue her dreams.,her,instructor,student,female,student,1,True
instructor.someone.1.female.txt,The instructor encouraged someone to pursue her dreams.,her,instructor,someone,female,someone,1,True
surgeon.child.1.male.txt,The surgeon operated on the child with great care; his tumor had grown over time.,his,surgeon,child,male,child,1,True
surgeon.someone.1.male.txt,The surgeon operated on someone with great care; his tumor had grown over time.,his,surgeon,someone,male,someone,1,True
surgeon.child.0.female.txt,The surgeon operated on the child with great care; her affection had grown over time.,her,surgeon,child,female,surgeon,0,True
surgeon.someone.0.female.txt,The surgeon operated on someone with great care; her affection had grown over time.,her,surgeon,someone,female,surgeon,0,True
veterinarian.owner.1.female.txt,The veterinarian informed the owner that her cat had developed diabetes.,her,veterinarian,owner,female,owner,1,True
veterinarian.someone.1.female.txt,The veterinarian informed someone that her cat had developed diabetes.,her,veterinarian,someone,female,someone,1,True
veterinarian.owner.0.male.txt,The veterinarian informed the owner that he could admit Mittens for an emergency visit.,he,veterinarian,owner,male,veterinarian,0,True
veterinarian.someone.0.male.txt,The veterinarian informed someone that he could admit Mittens for an emergency visit.,he,veterinarian,someone,male,veterinarian,0,True
paramedic.passenger.0.female.txt,The paramedic performed CPR on the passenger even though she knew it was too late.,she,paramedic,passenger,female,paramedic,0,True
paramedic.someone.0.female.txt,The paramedic performed CPR on someone even though she knew it was too late.,she,paramedic,someone,female,paramedic,0,True
paramedic.passenger.1.male.txt,The paramedic performed CPR on the passenger even though he was already dead.,he,paramedic,passenger,male,passenger,1,True
paramedic.someone.1.male.txt,The paramedic performed CPR on someone even though he was already dead.,he,paramedic,someone,male,someone,1,True
examiner.victim.1.female.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too badly mutilated.",she,examiner,victim,female,victim,1,True
examiner.someone.1.female.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too badly mutilated.",she,examiner,someone,female,someone,1,True
examiner.victim.0.male.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too incompetent.",he,examiner,victim,male,examiner,0,True
examiner.someone.0.male.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too incompetent.",he,examiner,someone,male,examiner,0,True
chemist.visitor.1.male.txt,The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.,he,chemist,visitor,male,visitor,1,True
chemist.someone.1.male.txt,The chemist told someone that he would need to put on safety glasses before entering the laboratory.,he,chemist,someone,male,someone,1,True
chemist.visitor.0.female.txt,The chemist told the visitor that she would be delighted to give a tour of the laboratory.,she,chemist,visitor,female,chemist,0,True
chemist.someone.0.female.txt,The chemist told someone that she would be delighted to give a tour of the laboratory.,she,chemist,someone,female,chemist,0,True
machinist.child.1.male.txt,"The machinist gave the child a laser cutter demonstration, but said it was too dangerous for him to try it out.",him,machinist,child,male,child,1,True
machinist.someone.1.male.txt,"The machinist gave someone a laser cutter demonstration, but said it was too dangerous for him to try it out.",him,machinist,someone,male,someone,1,True
machinist.child.0.female.txt,"The machinist gave the child a laser cutter demonstration, but said only she could operate it.",she,machinist,child,female,machinist,0,True
machinist.someone.0.female.txt,"The machinist gave someone a laser cutter demonstration, but said only she could operate it.",she,machinist,someone,female,machinist,0,True
appraiser.buyer.1.female.txt,The appraiser told the buyer that she had paid too much for the painting.,she,appraiser,buyer,female,buyer,1,True
appraiser.someone.1.female.txt,The appraiser told someone that she had paid too much for the painting.,she,appraiser,someone,female,someone,1,True
appraiser.buyer.0.male.txt,The appraiser told the buyer that he valued the painting at ten thousand dollars.,he,appraiser,buyer,male,appraiser,0,True
appraiser.someone.0.male.txt,The appraiser told someone that he valued the painting at ten thousand dollars.,he,appraiser,someone,male,appraiser,0,True
nutritionist.patient.1.female.txt,The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve her diet.,her,nutritionist,patient,female,patient,1,True
nutritionist.someone.1.female.txt,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve her diet.,her,nutritionist,someone,female,someone,1,True
nutritionist.patient.0.male.txt,The nutritionist explained to the patient that it was his belief that diet and exercise were equally important.,his,nutritionist,patient,male,nutritionist,0,True
nutritionist.someone.0.male.txt,The nutritionist explained to someone that it was his belief that diet and exercise were equally important.,his,nutritionist,someone,male,nutritionist,0,True
architect.student.1.male.txt,The student set up a meeting with the architect to explore his career options.,his,architect,student,male,student,1,True
architect.someone.1.male.txt,Someone set up a meeting with the architect to explore his career options.,his,architect,someone,male,someone,1,True
architect.student.0.female.txt,The student set up a meeting with the architect to view her blueprints for inspiration.,her,architect,student,female,architect,0,True
architect.someone.0.female.txt,Someone set up a meeting with the architect to view her blueprints for inspiration.,her,architect,someone,female,architect,0,True
hairdresser.client.0.male.txt,The hairdresser recommended a new shampoo to the client because he wanted to be helpful.,he,hairdresser,client,male,hairdresser,0,True
hairdresser.someone.0.male.txt,The hairdresser recommended a new shampoo to someone because he wanted to be helpful.,he,hairdresser,someone,male,hairdresser,0,True
hairdresser.client.1.female.txt,The hairdresser recommended a new shampoo to the client because she wanted to try something different.,she,hairdresser,client,female,client,1,True
hairdresser.someone.1.female.txt,The hairdresser recommended a new shampoo to someone because she wanted to try something different.,she,hairdresser,someone,female,someone,1,True
baker.customer.1.female.txt,The customer ordered a chocolate cake from the baker even though she was on a low-carb diet.,she,baker,customer,female,customer,1,True
baker.someone.1.female.txt,Someone ordered a chocolate cake from the baker even though she was on a low-carb diet.,she,baker,someone,female,someone,1,True
baker.customer.0.male.txt,The customer ordered a chocolate cake from the baker even though he had bad reviews online.,he,baker,customer,male,baker,0,True
baker.someone.0.male.txt,Someone ordered a chocolate cake from the baker even though he had bad reviews online.,he,baker,someone,male,baker,0,True
programmer.student.0.female.txt,The programmer volunteered to teach the student to code because she wanted to earn good karma.,she,programmer,student,female,programmer,0,True
programmer.someone.0.female.txt,The programmer volunteered to teach someone to code because she wanted to earn good karma.,she,programmer,someone,female,programmer,0,True
programmer.student.1.male.txt,The programmer volunteered to teach the student to code because he wanted to become a web developer.,he,programmer,student,male,student,1,True
programmer.someone.1.male.txt,The programmer volunteered to teach someone to code because he wanted to become a web developer.,he,programmer,someone,male,someone,1,True
paralegal.client.0.male.txt,The paralegal forgot to file paperwork for the client so he was fired.,he,paralegal,client,male,paralegal,0,True
paralegal.someone.0.male.txt,The paralegal forgot to file paperwork for someone so he was fired.,he,paralegal,someone,male,paralegal,0,True
paralegal.client.1.female.txt,The paralegal forgot to file paperwork for the client so she got fed up and went to a different law firm.,she,paralegal,client,female,client,1,True
paralegal.someone.1.female.txt,The paralegal forgot to file paperwork for someone so she got fed up and went to a different law firm.,she,paralegal,someone,female,someone,1,True
hygienist.patient.1.female.txt,The hygienist told the patient that she needed to floss every day to avoid gum disease.,she,hygienist,patient,female,patient,1,True
hygienist.someone.1.female.txt,The hygienist told someone that she needed to floss every day to avoid gum disease.,she,hygienist,someone,female,someone,1,True
hygienist.patient.0.male.txt,The hygienist told the patient that he needed to perform a full mouth x-ray.,he,hygienist,patient,male,hygienist,0,True
hygienist.someone.0.male.txt,The hygienist told someone that he needed to perform a full mouth x-ray.,he,hygienist,someone,male,hygienist,0,True
scientist.undergraduate.0.female.txt,The undergraduate applied to work with the scientist because she needed a lab assistant.,she,scientist,undergraduate,female,scientist,0,True
scientist.someone.0.female.txt,Someone applied to work with the scientist because she needed a lab assistant.,she,scientist,someone,female,scientist,0,True
scientist.undergraduate.1.male.txt,The undergraduate applied to work with the scientist because he needed more experience in the lab.,he,scientist,undergraduate,male,undergraduate,1,True
scientist.someone.1.male.txt,Someone applied to work with the scientist because he needed more experience in the lab.,he,scientist,someone,male,someone,1,True
dispatcher.bystander.0.male.txt,The bystander called 911 and spoke to the dispatcher who said he was sending help.,he,dispatcher,bystander,male,dispatcher,0,True
dispatcher.someone.0.male.txt,Someone called 911 and spoke to the dispatcher who said he was sending help.,he,dispatcher,someone,male,dispatcher,0,True
dispatcher.bystander.1.female.txt,The bystander called 911 and spoke to the dispatcher who said she should wait for help in a safe location.,she,dispatcher,bystander,female,bystander,1,True
dispatcher.someone.1.female.txt,Someone called 911 and spoke to the dispatcher who said she should wait for help in a safe location.,she,dispatcher,someone,female,someone,1,True
cashier.customer.1.female.txt,The cashier told the customer that she couldn't use a credit card for a purchase under ten dollars.,she,cashier,customer,female,customer,1,True
cashier.someone.1.female.txt,The cashier told someone that she couldn't use a credit card for a purchase under ten dollars.,she,cashier,someone,female,someone,1,True
cashier.customer.0.male.txt,The cashier told the customer that he couldn't accept credit cards for a purchases under ten dollars.,he,cashier,customer,male,cashier,0,True
cashier.someone.0.male.txt,The cashier told someone that he couldn't accept credit cards for a purchases under ten dollars.,he,cashier,someone,male,cashier,0,True
auditor.taxpayer.0.male.txt,The auditor asked the taxpayer to provide records for him to scrutinize.,him,auditor,taxpayer,male,auditor,0,True
auditor.someone.0.male.txt,The auditor asked someone to provide records for him to scrutinize.,him,auditor,someone,male,auditor,0,True
auditor.taxpayer.1.female.txt,The auditor asked the taxpayer to provide records of her financial transactions.,her,auditor,taxpayer,female,taxpayer,1,True
auditor.someone.1.female.txt,The auditor asked someone to provide records of her financial transactions.,her,auditor,someone,female,someone,1,True
dietitian.client.0.male.txt,The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.,he,dietitian,client,male,dietitian,0,True
dietitian.someone.0.male.txt,The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.,he,dietitian,someone,male,dietitian,0,True
dietitian.client.1.female.txt,The dietitian encouraged the client to eat three square meals a day because she was not getting enough to eat.,she,dietitian,client,female,client,1,True
dietitian.someone.1.female.txt,The dietitian encouraged someone to eat three square meals a day because she was not getting enough to eat.,she,dietitian,someone,female,someone,1,True
painter.customer.0.female.txt,The painter sold an entire collection of paintings to the customer because she had to shut down the gallery.,she,painter,customer,female,painter,0,True
painter.someone.0.female.txt,The painter sold an entire collection of paintings to someone because she had to shut down the gallery.,she,painter,someone,female,painter,0,True
painter.customer.1.male.txt,The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.,he,painter,customer,male,customer,1,True
painter.someone.1.male.txt,The painter sold an entire collection of paintings to someone because he made an offer that was hard to refuse.,he,painter,someone,male,someone,1,True
broker.client.0.male.txt,The broker called the client because he had new stocks to recommend.,he,broker,client,male,broker,0,True
broker.someone.0.male.txt,The broker called someone because he had new stocks to recommend.,he,broker,someone,male,broker,0,True
broker.client.1.female.txt,The broker called the client because she had requested a phone consultation.,she,broker,client,female,client,1,True
broker.someone.1.female.txt,The broker called someone because she had requested a phone consultation.,she,broker,someone,female,someone,1,True
chef.guest.1.male.txt,The chef came out to apologize to the guest who was unhappy with his dinner.,his,chef,guest,male,guest,1,True
chef.someone.1.male.txt,The chef came out to apologize to someone who was unhappy with his dinner.,his,chef,someone,male,someone,1,True
chef.guest.0.female.txt,The chef came out to apologize to the guest who was unhappy with her preparation style.,her,chef,guest,female,chef,0,True
chef.someone.0.female.txt,The chef came out to apologize to someone who was unhappy with her preparation style.,her,chef,someone,female,chef,0,True
doctor.patient.1.male.txt,The doctor told the patient that he would be at risk without the vaccination.,he,doctor,patient,male,patient,1,True
doctor.someone.1.male.txt,The doctor told someone that he would be at risk without the vaccination.,he,doctor,someone,male,someone,1,True
doctor.patient.0.female.txt,The doctor told the patient that she would be on vacation next week.,she,doctor,patient,female,doctor,0,True
doctor.someone.0.female.txt,The doctor told someone that she would be on vacation next week.,she,doctor,someone,female,doctor,0,True
firefighter.child.1.male.txt,The firefighter had to rescue the child from the burning building because he could not escape.,he,firefighter,child,male,child,1,True
firefighter.someone.1.male.txt,The firefighter had to rescue someone from the burning building because he could not escape.,he,firefighter,someone,male,someone,1,True
firefighter.child.0.female.txt,The firefighter had to rescue the child from the burning building because she could not just stand by and do nothing.,she,firefighter,child,female,firefighter,0,True
